group,cell,seeds,netem,loss%,adapt,fec_group,retx_ms,pli_ms,rendered,rendered_min,rendered_max,render_ratio,resyncs,真丢包,真丢包率,注入丢包,注入率,nack_recovered,nack_gaveup,fec_recovered,fec_unrecoverable,pli_sent,pli_suppressed,encoded_bytes,fec/encoded,上线包数,p50,p95,p99,max,水位,水位峰值,下限,下限来源,帧周期,RTT,RTT样本,采样但丢弃
g4,rtt10,3,delay 5ms,10,1,4,200,1000,994.7,986,1000,0.9947,0,0,0.0000,1036.3,0.1011,262,0,557,88.3,0,0,8740108,0.3081,10253,53,54,58,86.3,45,50,44,budget,33,11,262,1.3
g4,rtt30,3,delay 15ms,10,1,4,200,1000,998.7,997,1000,0.9987,0,0,0.0000,1036.3,0.1010,268,0,551.3,107,0,0,8740108,0.3081,10263,83.3,84.3,85,116.3,65.3,66,64,budget,33,31,268,1.3
g4,rtt50,3,delay 25ms,10,1,4,200,1000,996.7,996,997,0.9967,0,6,0.0006,1038.7,0.0984,271.7,5.3,543.7,100,0.7,0,875132,0.3063,1056,114,135.7,145.3,147.3,86,117.3,84.3,budget,33,51.3,277,2.7
