group,cell,seed,netem,loss,adapt,fec_group,retx_ms,pli_ms,gop,rx_frames,rx_key,rx_packets,rx_injected_drops,rx_lost_exact,rx_nack_pending,rx_nack_sent,rx_nack_seqs,rx_nack_recovered,rx_nack_gaveup,rx_fec_recv,rx_fec_recovered,rx_fec_unrecoverable,rx_pli_sent,rx_pli_suppressed,rx_dropped,rx_jitter_dropped,rx_queue_dropped,rx_resyncs,rx_decoded,rx_rendered,rx_jitter_delay,rx_jitter_peak,rx_jitter_floor,rx_floor_src,rx_frame_int,rx_rtt,rx_rtt_n,rx_sampled_dropped,rx_malformed,rx_recv_errors,rx_elapsed,tx_captured,tx_encoded,tx_bytes,tx_key,tx_packets_sent,tx_send_errors,tx_nacks,tx_nacked_seqs,tx_retransmitted,tx_retx_misses,tx_reverse_malformed,tx_plis,tx_fec_packets,tx_fec_bytes,lat_samples,lat_p50,lat_p95,lat_p99,lat_max
g4,rtt10,1,"delay 5ms",10,1,4,200,1000,30,1000,34,7791,1030,0,0,216,257,257,0,1983,556,81,0,0,0,0,0,0,1000,1000,45,50,44,budget,33,11,257,0,0,0,36414,1000,1000,8740108,34,7791,0,216,257,257,0,0,0,2200,2692800,1000,53,54,58,86
g4,rtt10,2,"delay 5ms",10,1,4,200,1000,30,1000,34,7791,995,0,0,207,247,247,0,2003,551,83,0,0,0,0,0,0,998,998,45,50,44,budget,33,11,247,2,0,0,36414,1000,1000,8740108,34,7791,0,207,247,247,0,0,0,2200,2692800,998,53,54,58,86
g4,rtt10,3,"delay 5ms",10,1,4,200,1000,30,1000,34,7792,1084,0,0,229,282,282,0,1961,564,101,0,0,0,1,0,0,986,986,45,50,44,budget,33,11,282,2,0,0,36429,1000,1000,8740108,34,7791,0,229,282,282,0,0,0,2200,2692800,986,53,54,58,87
g4,rtt30,1,"delay 15ms",10,1,4,200,1000,30,1000,34,7798,1030,0,0,221,272,266,0,1983,548,112,0,0,0,0,0,0,1000,1000,65,66,64,budget,33,31,266,0,0,0,36443,1000,1000,8740108,34,7791,0,221,272,272,0,0,0,2200,2692800,1000,83,84,85,116
g4,rtt30,2,"delay 15ms",10,1,4,200,1000,30,1000,34,7795,995,0,0,211,262,259,0,2003,540,119,0,0,0,1,0,0,997,997,65,66,64,budget,33,31,259,3,0,0,36447,1000,1000,8740108,34,7791,0,211,262,262,0,0,0,2200,2692800,997,83,84,85,116
g4,rtt30,3,"delay 15ms",10,1,4,200,1000,30,1000,34,7793,1084,0,0,230,281,279,0,1961,566,90,0,0,0,0,0,0,999,999,66,66,64,budget,33,31,279,1,0,0,36443,1000,1000,8740108,34,7791,0,230,281,281,0,0,0,2200,2692800,999,84,85,85,117
g4,rtt50,1,"delay 25ms",10,1,4,200,1000,30,999,35,8117,1033,3,1,463,544,273,3,1967,540,93,1,0,0,2,0,0,997,997,86,117,84,budget,33,51,276,2,0,0,36447,1000,1000,8753921,35,7851,0,463,544,544,0,0,1,2182,2670768,997,114,131,145,148
g4,rtt50,2,"delay 25ms",10,1,4,200,1000,30,999,35,8086,999,5,1,444,548,267,5,1991,529,105,1,0,0,0,0,0,996,996,86,117,84,budget,33,51,272,3,0,0,36463,1000,1000,8759932,35,7811,0,444,548,548,0,0,1,2188,2678112,996,114,141,145,147
g4,rtt50,3,"delay 25ms",10,1,4,200,1000,30,1000,34,8074,1084,8,0,452,566,275,8,1961,562,102,0,0,0,1,0,0,997,997,86,118,85,budget,33,52,283,3,0,0,36475,1000,1000,8740108,34,7791,0,452,566,566,0,0,0,2200,2692800,997,114,135,146,147
